,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,tags,counts_rv_eng,all_time_peak,24h_peak
59,343710,Kholat,IMGN.PRO,IMGN.PRO,,4155,2024,0,"2,000,000 .. 5,000,000",799,0,303,0,399,1999,80,8,"['Horror', 'Atmospheric', 'Walking Simulator', 'Survival Horror', 'Psychological Horror', 'Indie', 'Narration', 'First-Person', 'Singleplayer', 'Exploration', 'Adventure', 'Historical', 'Mystery', 'Survival', 'Open World', 'Psychological', 'Story Rich', 'Music', 'Dark', 'Action']",2075,275043,53
60,323580,Jotun: Valhalla Edition,Thunder Lotus Games,Thunder Lotus Games,,6269,1772,0,"2,000,000 .. 5,000,000",181,0,124,0,1499,1499,0,14,"['Adventure', 'Mythology', 'Action', 'Indie', 'Female Protagonist', 'Hand-drawn', 'Difficult', 'Singleplayer', 'Atmospheric', 'Exploration', 'Great Soundtrack', '2D', 'Isometric', 'Fantasy', 'Vikings', 'Kickstarter', 'Controller', 'Story Rich', 'Souls-like', 'RPG']",3448,26654,10
61,259080,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix,,13827,1239,0,"2,000,000 .. 5,000,000",2339,222,159,341,0,0,0,63,"['Open World', 'Multiplayer', 'Action', 'Third-Person Shooter', 'Adventure', 'Mod', 'Sandbox', 'Massively Multiplayer', 'Shooter', 'Free to Play', 'Third Person', 'Co-op', 'Funny', 'Exploration', 'Epic', 'Racing', 'Moddable', 'Singleplayer', 'FPS', 'Zombies']",7244,10436,51
62,436520,Line of Sight,BlackSpot Entertainment,BlackSpot Entertainment,,5354,3699,0,"2,000,000 .. 5,000,000",430,0,57,0,0,0,0,56,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Gun Customization', 'First-Person', 'Military', 'Character Customization', 'Open World', 'Singleplayer', 'Zombies', 'Survival', 'War', 'Controller', 'Competitive', 'Co-op', 'Strategy', 'Adventure', 'Indie']",3586,4020,52
63,317360,Double Action: Boogaloo,Double Action Factory,Double Action Factory,,10341,806,0,"2,000,000 .. 5,000,000",134,0,55,0,0,0,0,38,"['Free to Play', 'Action', 'Multiplayer', 'Shooter', 'Parkour', 'Third-Person Shooter', 'FPS', 'Bullet Time', 'First-Person', 'Open World', 'Funny', 'Indie', 'Co-op', 'Comedy', 'Singleplayer', 'Online Co-Op', 'Adventure', 'Survival', 'Controller', 'Zombies']",7631,1174,27
64,1515950,Capcom Arcade Stadium,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,1408,1421,0,"2,000,000 .. 5,000,000",332,226,250,226,996,1510,34,67,"['Action', 'Arcade', 'Free to Play', '2D Platformer', '2D Fighter', ""Beat 'em up"", '2D', ""1990's"", '1980s', 'Singleplayer', '3D', 'Local Co-Op', 'Local Multiplayer', '4 Player Local', 'Retro', 'Multiplayer', 'Pixel Graphics']",915,481088,126
65,303390,Dead Bits,Microblast Games,SA Industry,,4986,3452,0,"2,000,000 .. 5,000,000",313,0,328,0,99,99,0,9,"['Indie', 'Action', 'Casual', 'FPS', 'Shooter', 'First-Person', 'Great Soundtrack', 'Zombies', 'Singleplayer', 'Voxel', 'Multiplayer', 'Horror', 'Pixel Graphics', 'Difficult', 'Funny']",3383,14137,12
66,104900,ORION: Prelude,DANKIE,DANKIE,,21772,7205,0,"2,000,000 .. 5,000,000",486,0,83,0,99,99,0,9,"['Dinosaurs', 'Action', 'FPS', 'Multiplayer', 'Online Co-Op', 'Co-op', 'Shooter', 'Adventure', 'Indie', 'Open World', 'Sci-fi', 'First-Person', 'Team-Based', 'Third-Person Shooter', 'Singleplayer', 'PvP', 'Mechs', 'Epic', 'Third Person', 'Strategy']",17252,7876,8
67,424280,Iron Snout,SnoutUp,SnoutUp,,16489,365,0,"2,000,000 .. 5,000,000",104,0,40,0,0,0,0,29,"['Free to Play', '2D Fighter', 'Funny', 'Action', 'Fighting', 'Gore', '2D', 'Indie', 'Singleplayer', 'Cartoon', 'Blood', 'Survival', 'Violent', 'Fast-Paced', 'Casual', ""Beat 'em up"", 'Arcade', 'Cute', 'Difficult', 'Co-op']",6492,1332,24
68,40990,Mafia,Illusion Softworks,2K,,8087,1166,0,"2,000,000 .. 5,000,000",492,109,61,90,1499,1499,0,1669,"['Action', 'Classic', 'Story Rich', 'Crime', 'Open World', 'Atmospheric', 'Singleplayer', 'Third Person', 'Great Soundtrack', 'Adventure', 'Violent', 'Third-Person Shooter', 'Difficult', 'Shooter', 'Multiplayer', 'Racing', 'Cult Classic', 'Historical', 'Drama', 'Controller']",2491,9066,1411
69,389430,Knight Online,"Noah System, Mgame",NTTGame,,4920,5036,0,"2,000,000 .. 5,000,000",2130,0,28,0,0,0,0,1358,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'Action', 'PvP', 'Open World', 'Adventure', 'Multiplayer', 'RPG', 'Action-Adventure', 'War', 'Strategy', 'Survival', 'Action RPG', 'Character Customization', 'Casual', 'Fantasy', 'Anime', 'Horror', 'MOBA']",1541,24542,1346
70,113020,Monaco: What's Yours Is Mine,Pocketwatch Games,Humble Games,,7637,782,0,"1,000,000 .. 2,000,000",308,0,125,0,1499,1499,0,15,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Pixel Graphics', 'Local Multiplayer', 'Controller', '2D', 'Singleplayer', 'Loot']",5313,38410,16
71,442080,Riders of Icarus,"WeMade, VALOFE",VALOFE,,6853,3502,0,"1,000,000 .. 2,000,000",3293,0,139,0,0,0,0,115,"['Free to Play', 'Massively Multiplayer', 'RPG', 'MMORPG', 'Adventure', 'Dragons', 'Open World', 'Multiplayer', 'Fantasy', 'Character Customization', 'Action', 'Fighting', 'Action RPG', 'PvP', 'Co-op', 'Singleplayer', 'First-Person', 'Anime', 'Survival', 'FPS']",5209,16814,116
72,233720,Surgeon Simulator,Bossa Studios,Bossa Studios,,12899,2747,0,"1,000,000 .. 2,000,000",260,18,144,18,999,999,0,21,"['Funny', 'Physics', 'Intentionally Awkward Controls', 'Medical Sim', 'Action', 'Difficult', 'First-Person', 'Puzzle', 'Dark Humor', 'Simulation', 'Casual', 'Comedy', 'Singleplayer', 'Aliens', 'Indie', 'Gore', 'Blood', 'VR', 'Dark', 'Great Soundtrack']",9786,3397,26
73,578310,BRAIN / OUT,Desertkun,Desertkun,,12415,2742,0,"1,000,000 .. 2,000,000",873,0,65,0,0,0,0,73,"['Free to Play', '2D', 'Shooter', 'Multiplayer', 'Pixel Graphics', 'Action', 'Survival', 'Massively Multiplayer', 'Platformer', 'Indie', 'Violent', 'Co-op', 'Gun Customization', 'Side Scroller', 'War', 'Post-apocalyptic', 'Gore', 'Local Multiplayer', 'Casual', 'Singleplayer']",3225,1978,69
74,113420,Fallen Earth Free2Play,Little Orbit,Little Orbit,,4324,3046,0,"1,000,000 .. 2,000,000",725,0,47,0,0,0,0,64,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Post-apocalyptic', 'Zombies', 'Massively Multiplayer', 'Crafting', 'RPG', 'Shooter', 'FPS', 'Adventure', 'Sandbox', 'Co-op', 'First-Person', 'Action', 'Singleplayer', 'MMORPG', 'Third-Person Shooter', 'Action RPG']",4459,1052,54
75,206500,AirMech Strike,Carbon Games,Carbon Games,,8459,1605,0,"1,000,000 .. 2,000,000",461,0,124,0,0,0,0,50,"['Free to Play', 'Strategy', 'Multiplayer', 'Mechs', 'RTS', 'MOBA', 'Action', 'Robots', 'Online Co-Op', 'Indie', 'Co-op', 'Sci-fi', 'PvP', 'Shooter', 'Massively Multiplayer', 'Early Access', 'Singleplayer', 'Adventure', 'Fast-Paced', 'RPG']",5310,2336,51
76,298240,War Trigger 3,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",,4952,3355,0,"1,000,000 .. 2,000,000",166,0,34,0,0,0,0,16,"['Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Action', 'War', 'First-Person', 'Tanks', 'Third-Person Shooter', 'Simulation', 'Open World', 'Singleplayer', 'PvP', 'Third Person', 'Indie', 'Co-op', 'Controller', 'Early Access', 'Casual', 'Adventure']",3902,1821,18
77,9340,Company of Heroes: Opposing Fronts,Relic Entertainment,SEGA,,861,78,0,"1,000,000 .. 2,000,000",643,0,112,0,1999,1999,0,60,"['Strategy', 'RTS', 'World War II', 'Action', 'Singleplayer', 'Military', 'Multiplayer', 'Tactical', 'War', 'Tanks', 'Base Building', 'Historical', 'Co-op', 'Simulation', 'Online Co-Op']",561,805,50
78,319830,AX:EL - Air XenoDawn,Alex Piola,KISS ltd,,929,280,0,"1,000,000 .. 2,000,000",220,0,61,0,0,0,0,2,"['Action', 'Indie', 'Simulation', 'Sci-fi', 'Flight', 'Futuristic', 'Free to Play', 'Shooter']",318,35782,2
79,893520,Creative Destruction,NetEase Games,NetEase Games,,14736,4096,0,"1,000,000 .. 2,000,000",485,0,122,0,0,0,0,7,"['Multiplayer', 'Battle Royale', 'Action', 'Free to Play', 'Shooter', 'FPS', 'Building', 'Massively Multiplayer', 'First-Person', 'Third Person', 'Third-Person Shooter', 'PvP', 'Adventure', 'Controller', 'Casual', 'Destruction', 'Survival', 'Co-op', 'Open World', 'Online Co-Op']",6582,6283,8
80,1399780,Spellbreak,"Proletariat, Inc.","Proletariat, Inc.",,11280,1877,0,"1,000,000 .. 2,000,000",156,7,95,7,0,0,0,55,"['Free to Play', 'Multiplayer', 'Battle Royale', 'Magic', 'PvP', 'Fantasy', 'Third Person', 'Action', 'RPG', 'Third-Person Shooter', 'Action RPG', 'Stylized', 'Colorful', 'Team-Based', 'Adventure', 'Class-Based', 'Controller', 'Co-op', 'Party', '3D']",6839,5447,44
81,224540,Ace of Spades: Battle Builder,Jagex Limited,Jagex Limited,,12087,6545,0,"1,000,000 .. 2,000,000",695,0,342,0,0,0,0,2,"['Action', 'Multiplayer', 'Shooter', 'FPS', 'Building', 'Sandbox', 'Indie', 'Zombies', 'First-Person', 'Class-Based', 'Voxel', 'Co-op', 'Competitive', 'Funny', 'Open World', 'Massively Multiplayer', 'Replay Value', 'Casual', 'Adventure', 'Free to Play']",8802,16306,0
82,417860,Emily is Away,Kyle Seeley,Kyle Seeley,,27158,3491,0,"1,000,000 .. 2,000,000",72,0,45,0,0,0,0,15,"['Free to Play', 'Story Rich', 'Singleplayer', 'Choices Matter', 'Indie', 'Simulation', 'Interactive Fiction', 'Retro', 'Casual', 'Choose Your Own Adventure', 'Visual Novel', 'Romance', 'Pixel Graphics', 'Dating Sim', 'Short', 'Text-Based', 'Adventure', '2D', 'Funny', 'Horror']",21889,2747,19
83,17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,,6822,1674,0,"1,000,000 .. 2,000,000",718,0,70,0,0,0,0,16,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Adventure', 'Singleplayer', 'RPG']",6009,3165,13
84,212160,Vindictus,devCAT,NEXON Korea Corp. &amp; NEXON America Inc.,,5046,2190,0,"1,000,000 .. 2,000,000",1757,0,177,0,0,0,0,220,"['Free to Play', 'Hack and Slash', 'Massively Multiplayer', 'Action', 'RPG', 'MMORPG', 'Character Customization', 'Nudity', 'Adventure', 'Third Person', 'Multiplayer', 'Co-op', 'Action RPG', 'Fantasy', 'PvP', 'Open World', 'Singleplayer', 'Violent', 'Fast-Paced', 'Gore']",6285,3440,207
85,20570,"Warhammer 40,000: Dawn of War II Chaos Rising","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",,2568,246,0,"1,000,000 .. 2,000,000",1873,0,386,0,1999,1999,0,83,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Games Workshop', 'Tactical', 'Co-op', 'Real-Time', 'RPG', 'Singleplayer', 'Action', 'Great Soundtrack', 'Gore', 'Real Time Tactics', 'Futuristic', 'Atmospheric']",1498,1185,68
86,214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,,15237,469,0,"1,000,000 .. 2,000,000",343,0,199,0,499,499,0,13,"['Stealth', 'Platformer', 'Ninja', 'Indie', '2D', 'Action', 'Singleplayer', 'Side Scroller', 'Adventure', 'Assassin', 'Atmospheric', 'Controller', 'Replay Value', 'Cartoon', 'Puzzle', 'Dark', 'Short', 'Story Rich', 'Strategy', 'Casual']",9441,5020,12
87,706990,BLOCKPOST,Skullcap Studios,Skullcap Studios,,11306,3918,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,63,"['Free to Play', 'FPS', 'Multiplayer', 'Pixel Graphics', 'Action', 'Shooter', 'First-Person', 'Indie', 'Massively Multiplayer', 'Building', 'Co-op', 'Early Access', 'Funny', 'Online Co-Op', 'Zombies', 'Survival', 'Gore', 'Fast-Paced', 'Singleplayer', 'Simulation']",2888,2288,66
88,207230,ArcheBlade,CodeBrush Games,Codebrush Games,,5669,2068,0,"1,000,000 .. 2,000,000",500,0,79,0,0,0,0,2,"['Free to Play', 'Anime', 'Action', 'Fighting', 'Multiplayer', 'Massively Multiplayer', 'MOBA', 'Indie', 'PvP', 'MMORPG', 'Third Person', 'Hack and Slash', 'RPG', 'Adventure', 'Team-Based', 'Fantasy', 'Female Protagonist', 'Online Co-Op', 'Co-op', 'Third-Person Shooter']",3519,3446,1
89,1483870,Draw & Guess,Acureus,Acureus,,22917,4204,0,"1,000,000 .. 2,000,000",535,60,320,70,299,299,0,2029,"['Casual', 'Multiplayer', 'Hand-drawn', 'Funny', 'Family Friendly', 'Experimental', 'Word Game', 'Relaxing', 'Education', 'Time Management', '2D', 'Abstract', 'Cartoon', 'Minimalist', 'Stylized', 'Comedy', 'PvP', 'Linear', 'Co-op', 'Online Co-Op']",248,40450,1527
90,427270,Orcs Must Die! Unchained,Robot Entertainment,Robot Entertainment,,4196,1937,0,"1,000,000 .. 2,000,000",602,0,68,0,0,0,0,2,"['Free to Play', 'Tower Defense', 'Multiplayer', 'Co-op', 'Action', 'Strategy', 'MOBA', 'PvE', 'Survival', 'Fantasy', 'Singleplayer', 'Third Person', 'PvP', 'RPG', 'Adventure', 'Funny', 'Massively Multiplayer', 'Online Co-Op', 'FPS', 'Open World']",3443,7517,3
91,638070,Murderous Pursuits,Blazing Griffin,Blazing Griffin,,1750,1007,0,"1,000,000 .. 2,000,000",810,0,306,0,999,999,0,13,"['Action', 'Simulation', 'Indie', 'Strategy', 'Stealth', 'Multiplayer', 'Assassin', 'Mystery', 'Third Person', 'Co-op']",952,144294,59
92,265210,Viscera Cleanup Detail: Santa's Rampage,RuneStorm,RuneStorm,,4660,464,0,"1,000,000 .. 2,000,000",442,0,123,0,249,249,0,15,"['Simulation', 'Gore', 'Co-op', 'Indie', 'Blood', 'Comedy', 'Funny', 'Multiplayer', 'First-Person', 'Singleplayer', 'Horror', 'Physics', 'Casual', 'Action', 'Psychological Horror', 'Dark Humor', 'Sci-fi', 'Violent', 'Sandbox', 'Local Co-Op']",2884,686,14
93,510840,Evolvation,"Eric Ruts, Jacob Kooiman",HyperReuts,,631,282,0,"1,000,000 .. 2,000,000",900,0,313,0,999,999,0,7,"['Massively Multiplayer', 'Action', 'Indie', 'Casual', 'Simulation', 'Space', 'Multiplayer', 'Arcade', 'Sci-fi']",323,100638,79
94,346330,BrainBread 2,Reperio Studios,Reperio Studios,,3308,1275,0,"1,000,000 .. 2,000,000",170,42,41,42,0,0,0,32,"['Free to Play', 'Zombies', 'Multiplayer', 'FPS', 'Survival', 'Action', 'Co-op', 'Shooter', 'Gore', 'Adventure', 'Horror', 'Indie', 'RPG', 'Action RPG', 'Funny', 'First-Person', 'Arcade', 'Arena Shooter', 'Early Access', 'Bullet Hell']",1903,1116,24
95,265590,The Red Solstice,Ironward,Ironward,,1706,650,0,"1,000,000 .. 2,000,000",418,0,285,0,99,999,90,33,"['CRPG', 'RPG', 'Co-op', 'Sci-fi', 'Party-Based RPG', 'Real-Time with Pause', 'Real Time Tactics', 'Multiplayer', 'Real-Time', 'Top-Down', 'Aliens', 'Online Co-Op', 'Singleplayer', 'Kickstarter', 'Tactical', 'Difficult', 'Atmospheric', 'RTS', 'Strategy RPG', 'Team-Based']",1278,81972,26
96,911400,Assassin's Creed III Remastered,Ubisoft Entertainment,Ubisoft Entertainment				,,3842,3090,0,"1,000,000 .. 2,000,000",772,0,147,0,3999,3999,0,326,"['Action', 'Adventure', 'Assassin', 'Open World', 'Historical', 'Stealth', 'Parkour', 'Third Person', 'Singleplayer', 'Story Rich', 'America', 'Multiplayer', 'Great Soundtrack', 'RPG']",2142,3473,243
97,6880,Just Cause,Avalanche Studios,Square Enix,,2816,1400,0,"1,000,000 .. 2,000,000",291,0,141,0,97,699,86,25,"['Action', 'Open World', 'Shooter', 'Third Person', 'Singleplayer', 'Adventure', 'Sandbox', 'Third-Person Shooter', 'Classic', 'Multiplayer', 'Controller', 'Atmospheric', 'Great Soundtrack', 'Action RPG', 'Violent', 'Funny']",1854,309,23
98,209670,Cortex Command,Data Realms,"Data Realms, LLC",,4172,1647,0,"1,000,000 .. 2,000,000",712,0,148,0,1999,1999,0,11,"['Strategy', 'Indie', 'Action', '2D', 'Physics', 'Sandbox', 'Pixel Graphics', 'Local Co-Op', 'Moddable', 'Sci-fi', 'Singleplayer', 'Local Multiplayer', 'Difficult', 'Platformer', 'Multiplayer', 'Split Screen', 'RTS', 'Replay Value', 'Zombies', '4 Player Local']",3257,62137,7
99,263500,Dragons and Titans,Wyrmbyte,Versus Evil,,2686,752,0,"1,000,000 .. 2,000,000",957,0,34,0,0,0,0,0,"['Free to Play', 'Dragons', 'MOBA', 'Multiplayer', 'RPG', 'Adventure', 'Action', 'Singleplayer', 'Fantasy', 'Indie', 'Co-op', 'Massively Multiplayer', 'PvP', 'Strategy', 'Survival', 'MMORPG', 'Open World', 'FPS', 'Sandbox', 'Atmospheric']",1321,946,1
100,1520470,封灵档案,（Hong Kong）GKD,（Hong Kong）GKD,,8976,2924,0,"1,000,000 .. 2,000,000",353,0,65,0,0,0,0,1595,"['Sexual Content', 'Nudity', 'Free to Play', 'Mature', 'Horror', 'Multiplayer', 'Action', 'Hentai', 'Female Protagonist', 'Survival', 'Online Co-Op', 'PvP', 'NSFW', '3D Platformer', 'Team-Based', 'Massively Multiplayer', '3D', 'Anime', 'Adventure', 'Action-Adventure']",292,4573,1633
101,17330,Crysis Warhead,Crytek,Electronic Arts,,2778,496,0,"1,000,000 .. 2,000,000",293,0,304,0,1999,1999,0,25,"['Action', 'FPS', 'Sci-fi', 'Shooter', 'Singleplayer', 'Multiplayer', 'Aliens', 'First-Person', 'Military', 'Stealth', 'Benchmark', 'Open World', 'Adventure', 'Futuristic', 'Story Rich', 'Atmospheric']",1263,318,20
102,332070,School of Dragons,"JumpStart Games, Inc.","JumpStart Games, Inc.",,2861,2102,0,"1,000,000 .. 2,000,000",183,0,39,0,0,0,0,85,"['Free to Play', 'Dragons', 'Adventure', 'Multiplayer', 'Massively Multiplayer', 'RPG', 'Open World', 'MMORPG', 'Family Friendly', 'Fantasy', 'Action', 'Online Co-Op', 'Singleplayer', 'Simulation', 'Co-op', 'Survival', 'Funny', 'First-Person', 'PvP', 'Atmospheric']",2586,2009,68
103,261110,Killer is Dead - Nightmare Edition,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,,5854,1903,0,"1,000,000 .. 2,000,000",399,0,191,0,1999,1999,0,12,"['Action', 'Hack and Slash', 'Singleplayer', 'Surreal', 'Character Action Game', 'Stylized', 'Gore', 'Spectacle fighter', 'Third Person', 'Adventure', 'Great Soundtrack', 'Atmospheric', 'Swordplay', 'Comedy', 'Story Rich', 'Dating Sim', 'Cyberpunk', ""Beat 'em up"", 'Controller', 'Sexual Content']",3398,4219,10
104,240320,Panzar,Panzar Studio,OVALIS INVESTMENTS LIMITED,,3306,1744,0,"1,000,000 .. 2,000,000",1061,0,142,0,0,0,0,12,"['Free to Play', 'Action', 'Multiplayer', 'Massively Multiplayer', 'RPG', 'PvP', 'Fantasy', 'Third Person', 'MOBA', 'Co-op', 'MMORPG', 'Gore', 'PvE', 'Open World', 'Survival', 'Crafting', 'Adventure', 'Nudity', 'Action RPG', 'Singleplayer']",1172,2762,27
105,96100,Defy Gravity Extended,Paul Fisch,Fish Factory Games,,7411,1204,0,"1,000,000 .. 2,000,000",147,0,145,0,199,199,0,1,"['Puzzle Platformer', 'Platformer', 'Indie', 'Puzzle', 'Space', '2D', 'Singleplayer', 'Action', 'Difficult', 'Casual', 'Sci-fi', 'Great Soundtrack', 'Female Protagonist', 'Physics', 'Retro', 'Arcade', 'Shooter', 'Funny', 'Third Person', 'Multiplayer']",3367,4089,1
106,696370,BROKE PROTOCOL: Online City RPG,Cylinder Studios,Cylinder Studios,,2088,727,0,"1,000,000 .. 2,000,000",902,21,424,21,499,499,0,48,"['RPG', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access', 'Action', 'Open World', 'Multiplayer', 'Casual', 'Adventure', 'Shooter', 'Singleplayer', 'First-Person', 'Violent', 'Action-Adventure', 'Nudity', 'Retro', 'Level Editor', 'Dating Sim', 'MMORPG']",1029,145618,31
107,252150,Grimm,Spicyhorse Games,Spicyhorse Games,,30908,894,0,"1,000,000 .. 2,000,000",901,0,265,0,0,0,0,249,"['Indie', 'Free to Play', 'Villain Protagonist', 'Funny', 'Casual', 'Fantasy', 'Comedy', 'Adventure', 'Episodic', 'Singleplayer', 'Action', 'Third Person', 'Trading Card Game', '3D Platformer', 'Cute', 'Horror', 'Dark Humor', 'Puzzle', 'Platformer', 'Dark Fantasy']",2143,30886,423
108,1377580,Soulworker,"Lion Games Co., Ltd.","Lion Games Co., Ltd.",,6532,2167,0,"1,000,000 .. 2,000,000",2949,1371,141,2719,0,0,0,2262,"['Action', 'RPG', 'MMORPG', 'Action RPG', 'Hack and Slash', '2.5D', 'Anime', 'Third Person', 'Dark', 'Post-apocalyptic', 'Massively Multiplayer', 'PvE', 'Story Rich', 'Multiplayer', 'Singleplayer', 'Nudity', 'Online Co-Op', 'Co-op', 'Free to Play', 'Sexual Content']",7,10327,2406
109,26800,Braid,Number None,Number None,,8169,529,0,"1,000,000 .. 2,000,000",227,0,117,0,1499,1499,0,20,"['Puzzle Platformer', 'Puzzle', '2D Platformer', 'Platformer', 'Indie', 'Time Manipulation', '2D', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Time Travel', 'Casual', 'Atmospheric', 'Classic', 'Strategy', 'Story Rich', 'Beautiful', 'Side Scroller', 'Adventure', 'Short']",4934,947,19
110,292910,Deponia: The Complete Journey,Daedalic Entertainment,Daedalic Entertainment,,5084,763,0,"1,000,000 .. 2,000,000",624,233,318,233,2999,2999,0,107,"['Adventure', 'Point & Click', 'Comedy', 'Puzzle', 'Singleplayer', 'Funny', '2D', 'Story Rich', 'Great Soundtrack', 'Classic', 'Cult Classic', 'Retro', 'Steampunk', 'Sci-fi', 'Indie', 'Hand-drawn', 'Cartoon', 'Escape Room', 'Dystopian', 'Sexual Content']",2179,13161,57
111,55110,Red Faction: Armageddon,Volition,Deep Silver,,3191,1203,0,"1,000,000 .. 2,000,000",237,0,121,0,1999,1999,0,11,"['Action', 'Destruction', 'Sci-fi', 'Third Person', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Co-op', 'Mars', 'Aliens', 'Multiplayer', 'Adventure', 'Linear', 'FPS', 'Open World', 'Horror', 'Gore', 'Physics']",2344,1827,16
112,7760,X-COM: UFO Defense,"MicroProse Software, Inc",2K,,3062,170,0,"1,000,000 .. 2,000,000",271,0,22,0,499,499,0,58,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Aliens', 'Tactical', 'Singleplayer', 'Turn-Based Tactics', 'Difficult', 'Isometric', 'Old School', 'Unforgiving', 'Base Building', 'Addictive', ""1990's"", 'Simulation', 'Retro', 'Atmospheric', 'Management']",2450,641,67
113,231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,,1797,1260,0,"1,000,000 .. 2,000,000",1477,0,278,0,0,0,0,5,"['Free to Play', 'RPG', 'MMORPG', 'Massively Multiplayer', 'Anime', 'Multiplayer', 'JRPG', 'Adventure', 'Open World', 'Action', 'Fantasy']",1594,9183,5
114,723780,Modern Combat Versus,Gameloft,Gameloft,,4397,2352,0,"1,000,000 .. 2,000,000",149,0,36,0,0,0,0,56,"['Hero Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Action', 'Shooter', 'Adventure', 'First-Person', 'Massively Multiplayer', 'Singleplayer', 'Co-op', 'PvP', 'Controller', 'Futuristic', 'Parkour', 'Online Co-Op', 'Open World', 'Funny', 'Casual', 'Horror']",2073,1087,58
115,311860,Data Hacker: Initiation,New Reality Games,New Reality Games,,141,81,0,"1,000,000 .. 2,000,000",272,0,315,0,199,199,0,1,"['RPG', 'Indie', 'Adventure', 'RPGMaker', 'Simulation', 'Pixel Graphics', 'JRPG']",97,14265,2
116,212740,TERA - Action MMORPG,"Bluehole, Inc.",Gameforge 4D GmbH,,5908,1688,0,"1,000,000 .. 2,000,000",844,0,213,0,0,0,0,1,"['MMORPG', 'Massively Multiplayer', 'Free to Play', 'RPG', 'Class-Based', 'Fantasy', 'Action', 'Open World', 'PvE', 'PvP', 'Adventure', 'Multiplayer', 'Co-op', 'Action RPG', 'Action-Adventure', 'Character Customization', 'Online Co-Op', 'Mystery', 'Spectacle fighter', 'Third Person']",3346,5040,0
117,368370,Her Story,Sam Barlow,Sam Barlow,,7253,838,0,"1,000,000 .. 2,000,000",186,0,154,0,999,999,0,29,"['Investigation', 'Casual', 'Detective', 'Interactive Fiction', 'FMV', 'Crime', 'Visual Novel', 'Point & Click', 'Experimental', 'Female Protagonist', 'Story Rich', 'Conversation', 'Thriller', 'Typing', 'Nonlinear', 'Emotional', 'Singleplayer', 'Puzzle', 'Psychological Horror', 'Horror']",5122,648,29
118,22350,BRINK,Splash Damage,Bethesda Softworks,,4517,2764,0,"1,000,000 .. 2,000,000",498,0,68,0,0,0,0,17,"['FPS', 'Action', 'Multiplayer', 'Parkour', 'Shooter', 'Character Customization', 'Free to Play', 'Class-Based', 'Co-op', 'Singleplayer', 'First-Person', 'Gun Customization', 'Team-Based', 'Online Co-Op', 'Sci-fi', 'Tactical', 'Atmospheric', 'Adventure', 'Open World', 'Casual']",4280,2600,14
119,332950,Dark Deception,Glowstick Entertainment,Glowstick Entertainment,,11490,1284,0,"1,000,000 .. 2,000,000",98,0,37,0,0,0,0,184,"['Horror', 'Free to Play', 'Multiplayer', 'First-Person', 'Singleplayer', 'Psychological Horror', 'Runner', 'Indie', 'Action', 'Survival Horror', 'Dark Humor', 'Adventure', 'Survival', 'Story Rich', 'RPG', 'Arcade', 'Multiple Endings', 'Cinematic', 'Dark', 'Difficult']",4345,1419,132
120,6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Io-Interactive A/S,,2535,475,0,"1,000,000 .. 2,000,000",133,0,43,0,899,899,0,27,"['Stealth', 'Action', 'Third Person', 'Assassin', 'Singleplayer', 'Classic', 'Shooter', 'Sandbox', 'Great Soundtrack', 'Old School', 'Difficult', 'Adventure', 'Gore', 'First-Person', 'FPS', 'Crime', 'Atmospheric', 'Tactical', 'Story Rich', 'Third-Person Shooter']",1458,509,32
