,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,tags,counts_rv_eng,all_time_peak,24h_peak
357,7510,X-Blades,Gaijin Entertainment,Topware Interactive,,1866,1148,0,"500,000 .. 1,000,000",308,0,348,0,189,999,81,7,"['Action', 'Female Protagonist', 'Hack and Slash', 'RPG', 'Adventure', 'Anime', 'Nudity', 'Singleplayer', 'Fantasy', 'Violent', 'Character Action Game', 'Third Person', 'Great Soundtrack', 'Spectacle fighter', ""Beat 'em up""]",1298,4366,8
358,512470,The Pirate: Caribbean Hunt,Home Net Games,Home Net Games,,3222,731,0,"500,000 .. 1,000,000",202,0,74,0,0,0,0,61,"['Free to Play', 'Naval Combat', 'Pirates', 'Multiplayer', 'Adventure', 'Naval', 'Strategy', 'Action', 'Simulation', 'Open World', 'Indie', 'Singleplayer', 'Sailing', 'Historical', 'Exploration', 'Economy', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', '6DOF']",1364,1968,67
359,351640,Eternal Senia,Sanctum Games,Sanctum Games,,11438,283,0,"500,000 .. 1,000,000",151,0,104,0,0,0,0,6,"['Anime', 'Free to Play', 'RPG', 'Female Protagonist', 'RPGMaker', 'Singleplayer', 'Great Soundtrack', 'Indie', 'Story Rich', 'Action', 'JRPG', 'Cute', '2D', 'Pixel Graphics', 'Fantasy', 'Action RPG', 'Multiple Endings', 'Puzzle', 'Casual', 'Nudity']",5129,606,5
360,921590,DISSIDIA FINAL FANTASY NT Free Edition,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,,1376,1794,0,"500,000 .. 1,000,000",54,16,30,16,0,0,0,23,"['Free to Play', 'Action', 'Fighting', 'Anime', 'Multiplayer', 'Fantasy', 'Online Co-Op', 'Singleplayer', 'Sexual Content', 'Female Protagonist', 'Nudity']",1707,1981,21
361,224920,Legacy of Kain: Soul Reaver,Crystal Dynamics,Square Enix,,1271,454,0,"500,000 .. 1,000,000",57,1,24,1,0,0,0,3,"['Adventure', 'Action', 'Vampire', 'Classic', 'Story Rich', 'Dark Fantasy', 'Third Person', 'Gothic', 'Puzzle', 'Atmospheric', 'Singleplayer', 'Action-Adventure', 'Great Soundtrack', 'Fantasy', 'Dark', 'Metroidvania', 'Retro', 'Horror', 'Hack and Slash', ""1990's""]",894,144,3
362,315430,Polarity,Bluebutton Games,Bluebutton Games,,3779,955,0,"500,000 .. 1,000,000",166,0,129,0,1299,1299,0,1,"['Puzzle', 'First-Person', 'Indie', 'Local Co-Op', 'Adventure', 'Singleplayer', 'Strategy', 'Action', 'Platformer', 'Sci-fi', 'Multiplayer', 'Co-op', 'FPS', 'Great Soundtrack', 'Atmospheric', 'Sandbox', 'Retro', 'Difficult', 'Space', 'Shooter']",2226,841,0
363,428550,Momodora: Reverie Under The Moonlight,Bombservice,PLAYISM,,9019,589,0,"500,000 .. 1,000,000",282,0,185,0,399,999,60,42,"['Metroidvania', '2D Platformer', 'Side Scroller', 'Exploration', 'Spectacle fighter', 'Souls-like', '2D', 'Difficult', 'Female Protagonist', 'Platformer', 'Pixel Graphics', 'Cute', 'Action', 'Controller', 'Anime', 'Colorful', 'Fantasy', 'Dark Fantasy', 'Magic', 'Atmospheric']",4164,672,28
364,955900,Amazing Cultivation Simulator,GSQ Games,Gamera Games,,17203,2331,0,"500,000 .. 1,000,000",3541,393,1893,681,2499,2499,0,1721,"['Simulation', 'RPG', 'Strategy', 'Sandbox', 'Martial Arts', 'Indie', 'Survival', 'Colony Sim', 'Mythology', 'Singleplayer', 'Open World', 'Base Building', 'Early Access', 'Management', '2D', 'Fantasy', 'Anime', 'Building', 'Sexual Content', 'Multiplayer']",1419,18169,1532
365,200900,Cave Story+,"Nicalis, Inc., Studio Pixel","Nicalis, Inc.",,6391,445,0,"500,000 .. 1,000,000",260,0,112,0,1499,1499,0,16,"['Platformer', 'Metroidvania', 'Indie', 'Great Soundtrack', 'Pixel Graphics', 'Action', 'Adventure', '2D', 'Retro', 'Singleplayer', 'Classic', 'Exploration', 'Replay Value', 'Difficult', 'Story Rich', 'Shooter', 'Remake', 'Cute', 'Sci-fi', 'Anime']",5302,924,15
366,6980,Thief: Deadly Shadows,Ion Storm,Square Enix,,1707,373,0,"500,000 .. 1,000,000",124,0,41,0,899,899,0,15,"['Stealth', 'Action', 'Atmospheric', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Horror', 'Singleplayer', 'Fantasy', 'Immersive Sim', 'Adventure', 'Dark Fantasy', 'Medieval', 'Immersive', 'Open World', 'RPG', 'FPS']",1389,343,14
367,1282690,Crysis 3,Crytek,Electronic Arts,,4160,683,0,"500,000 .. 1,000,000",242,0,302,0,2999,2999,0,100,"['Action', 'Shooter', 'Adventure', 'Multiplayer', 'FPS', 'Singleplayer', 'Violent', 'Strategy', 'Gore', 'Sci-fi', 'First-Person', 'Stealth', 'Story Rich', 'Open World', 'Aliens', 'Benchmark', 'Great Soundtrack', 'Post-apocalyptic', 'Online Co-Op', 'Co-op']",1371,1387,79
368,533540,MONMUSU,Tentacle Games,NEKO WORKs,,4025,1012,0,"500,000 .. 1,000,000",507,1351,161,1351,0,0,0,36,"['Sexual Content', 'Nudity', 'Free to Play', 'Anime', 'Mature', 'Clicker', 'Casual', 'Indie', 'Hentai', 'Visual Novel', 'NSFW', 'Idler', 'Singleplayer', 'Cute', 'Fantasy', 'Psychological Horror']",1774,4239,47
369,282100,Fearless Fantasy,Enter Skies,tinyBuild,,793,259,0,"500,000 .. 1,000,000",343,0,118,0,174,699,75,5,"['RPG', 'Indie', 'Casual', 'Adventure', 'Action', 'Turn-Based', 'Fantasy', 'Singleplayer', 'Horror', 'Touch-Friendly', 'Anime', 'Funny', 'Comedy']",502,1486,11
370,203630,Warlock - Master of the Arcane,Ino-Co Plus,Paradox Interactive,,2090,328,0,"500,000 .. 1,000,000",366,0,333,0,2499,2499,0,61,"['Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', '4X', 'Magic', 'Hex Grid', 'Singleplayer', 'Multiplayer', 'RPG']",1424,3403,64
371,402570,Atlas Reactor,Trion Worlds,Trion Worlds,,4357,900,0,"500,000 .. 1,000,000",2214,0,46,0,0,0,0,0,"['Free to Play', 'Multiplayer', 'Strategy', 'Turn-Based Tactics', 'Turn-Based', 'PvP', 'Tactical', 'Online Co-Op', 'Turn-Based Combat', 'MOBA', 'Action', 'Competitive', 'Sci-fi', 'Turn-Based Strategy', 'Co-op', 'Funny', 'Shooter', 'Singleplayer', 'Early Access', 'Survival']",2990,3591,0
372,418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,,9336,2133,0,"500,000 .. 1,000,000",850,0,224,0,1999,1999,0,10,"['Action', 'Hack and Slash', 'Anime', 'Female Protagonist', 'Co-op', 'Multiplayer', 'Adventure', 'Great Soundtrack', 'Online Co-Op', 'Indie', ""Beat 'em up"", 'Third Person', 'Fighting', 'Early Access', 'Spectacle fighter', 'Cute', 'Action RPG', 'Fantasy', 'Team-Based', 'Singleplayer']",6861,3224,9
373,232910,TrackMania² Stadium,Nadeo,Ubisoft,,5496,704,0,"500,000 .. 1,000,000",1352,0,670,0,999,999,0,139,"['Racing', 'Multiplayer', 'Automobile Sim', 'Level Editor', 'Time Attack', 'Sports', 'Arcade', 'Singleplayer', 'Local Multiplayer', 'eSports', 'Fast-Paced', 'Competitive', 'Sandbox', 'Split Screen', 'Driving', 'Action', 'Simulation', 'Great Soundtrack', 'Controller']",2296,3541,135
374,946050,Soda Dungeon 2,"AN Productions, Poxpower",Armor Games Studios,,4299,233,0,"500,000 .. 1,000,000",4084,0,677,0,0,0,0,402,"['Free to Play', 'RPG', 'Idler', 'Casual', 'Pixel Graphics', 'Indie', 'Dungeon Crawler', '2D', 'Turn-Based', 'Strategy RPG', 'Fantasy', 'Comedy', 'Simulation', 'Turn-Based Combat', 'Clicker', 'Singleplayer', 'Adventure', 'Medieval', 'Action', 'Strategy']",2459,11281,378
375,289950,Construction Simulator 2015,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,,5043,1149,0,"500,000 .. 1,000,000",835,0,414,0,1499,1499,0,454,"['Simulation', 'Building', 'Multiplayer', 'Open World', 'Automobile Sim', 'Driving', 'Singleplayer', 'Co-op', 'Casual', 'Realistic', 'Management', 'Strategy', 'Crafting', 'Action', 'Sandbox', 'City Builder', 'Controller', 'Mod', 'Moddable', 'Family Friendly']",1604,1798,344
376,13230,Unreal Tournament 2004: Editor's Choice Edition,"Epic Games, Inc.","Epic Games, Inc.",,3388,86,0,"500,000 .. 1,000,000",992,0,203,0,1499,1499,0,83,"['FPS', 'Arena Shooter', 'Action', 'Classic', 'Multiplayer', 'Fast-Paced', 'Sci-fi', 'Competitive', 'First-Person', 'Moddable', 'Shooter', 'Great Soundtrack', 'Singleplayer', 'eSports', 'Atmospheric', 'Gore', 'Epic', 'Co-op', 'Old School', 'Adventure']",2282,504,78
377,46510,Syberia II,Microids,Microids,,1843,302,0,"500,000 .. 1,000,000",445,0,309,0,1299,1299,0,28,"['Adventure', 'Point & Click', 'Puzzle', 'Female Protagonist', 'Story Rich', 'Steampunk', 'Atmospheric', 'Singleplayer', 'Classic', 'Mystery', 'Escape Room', 'Great Soundtrack', 'Beautiful', 'Third Person', 'Nostalgia']",706,1289,29
378,249230,Risen 3 - Titan Lords,Piranha Bytes,THQ Nordic,,3947,1382,0,"500,000 .. 1,000,000",1163,0,555,0,1499,1499,0,107,"['RPG', 'Open World', 'Gothic', 'Adventure', 'Atmospheric', 'Singleplayer', 'Fantasy', 'Third Person', 'Dark Fantasy', 'Action RPG', 'Pirates', 'Action', 'Story Rich', 'Magic', 'Classic', 'Exploration', 'Nudity', 'Sandbox', 'Old School', 'Medieval']",1795,7935,115
379,305260,Battle Islands,DR Studios,505 Games,,2589,817,0,"500,000 .. 1,000,000",98,0,38,0,0,0,0,30,"['Strategy', 'Free to Play', 'Multiplayer', 'World War II', 'Action', 'Casual', 'Tower Defense', 'War', 'Singleplayer', 'Building', 'Online Co-Op', 'Co-op', 'RPG', 'Adventure', 'Funny', 'Indie', 'Shooter', '2D', 'Gore', 'Base Building']",1519,945,31
380,732370,Juicy Realm,SpaceCan,XD,,2902,403,0,"500,000 .. 1,000,000",358,0,350,0,999,999,0,32,"['Action', 'Indie', 'Adventure', 'RPG', 'Casual', 'Action Roguelike', 'Roguelike', 'Roguelite', 'Cute', 'Local Co-Op', 'Multiplayer', 'Twin Stick Shooter', 'Local Multiplayer', 'Co-op', ""Shoot 'Em Up"", 'Shooter', 'Cartoony', 'Colorful', 'Singleplayer', 'Top-Down']",274,1944,26
381,471550,Nine Parchments,Frozenbyte,Frozenbyte,,2782,813,0,"500,000 .. 1,000,000",487,43,476,43,1999,1999,0,72,"['Action RPG', 'Twin Stick Shooter', 'Magic', '4 Player Local', 'Isometric', 'Action', 'Fantasy', 'Local Co-Op', 'Co-op', 'Colorful', 'Online Co-Op', 'Indie', 'RPG', 'Multiplayer', 'Top-Down', 'Great Soundtrack', 'Atmospheric', 'Singleplayer', 'Shooter', 'Funny']",1236,564,50
382,256290,Child of Light,Ubisoft Montréal,Ubisoft,,11519,925,0,"500,000 .. 1,000,000",327,0,246,0,1499,1499,0,25,"['RPG', 'Fantasy', 'Great Soundtrack', 'Female Protagonist', 'Turn-Based', 'Platformer', 'Adventure', '2D', 'Atmospheric', 'Story Rich', 'Hand-drawn', 'Beautiful', 'Singleplayer', 'Cute', 'Side Scroller', 'Local Co-Op', 'Turn-Based Strategy', 'Indie', 'Casual', 'Action']",5589,2692,21
383,211600,Thief Gold,Looking Glass Studios,Square Enix,,2802,238,0,"500,000 .. 1,000,000",153,0,24,0,699,699,0,33,"['Stealth', 'Classic', 'First-Person', 'Atmospheric', 'Steampunk', 'Immersive Sim', 'Action', 'Horror', 'Singleplayer', 'Fantasy', 'Adventure', 'Immersive', 'Medieval', 'Dark Fantasy', 'Cult Classic', 'Dark', 'Story Rich', 'Exploration', ""1990's"", 'Moddable']",2191,260,51
384,231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,,6571,373,0,"500,000 .. 1,000,000",177,0,119,0,1499,1499,0,7,"['Puzzle', 'Sci-fi', 'Atmospheric', 'Indie', 'Space', 'Platformer', 'Puzzle Platformer', 'Singleplayer', 'Adventure', 'Great Soundtrack', 'Philosophical', '2D', 'Psychological Horror', 'Metroidvania', 'Mystery', 'Exploration', 'Story Rich', 'Action', 'Side Scroller', 'Difficult']",4767,890,2
385,94400,Nidhogg,Messhof,Messhof,,6488,776,0,"500,000 .. 1,000,000",139,0,120,0,499,999,50,24,"['Local Multiplayer', 'Indie', 'Fighting', 'Action', 'Swordplay', 'Multiplayer', '2D Fighter', 'Pixel Graphics', 'PvP', '2D', 'Party Game', 'Sports', 'Fast-Paced', 'Competitive', 'Funny', 'Controller', 'Local Co-Op', 'Platformer', 'Great Soundtrack', 'GameMaker']",5173,2136,15
386,795100,Friday the 13th: Killer Puzzle,Blue Wizard Digital,Blue Wizard Digital,,4683,313,0,"500,000 .. 1,000,000",114,0,54,0,0,0,0,14,"['Free to Play', 'Puzzle', 'Horror', 'Gore', 'Violent', 'Blood', 'Casual', 'Singleplayer', 'Multiplayer', 'Indie', 'Strategy', 'Funny', '1980s', 'Turn-Based Strategy', 'Difficult', 'Action', 'Cute', 'Simulation', 'Atmospheric', 'Dark Comedy']",1828,1643,9
387,950100,PRO EVOLUTION SOCCER 2019 LITE,Konami Digital Entertainment,Konami Digital Entertainment,,1612,1011,0,"500,000 .. 1,000,000",3186,0,132,0,0,0,0,2,"['Sports', 'Free to Play', 'Soccer', 'Multiplayer', 'Singleplayer', 'Football', 'Simulation', 'Online Co-Op']",422,2433,5
388,360170,How to Survive 2,Eko Software,505 Games,,7258,3168,0,"500,000 .. 1,000,000",763,0,359,0,299,1499,80,197,"['Survival', 'Zombies', 'Multiplayer', 'Open World Survival Craft', 'Open World', 'Co-op', 'Crafting', 'Action', 'RPG', 'Adventure', 'Base Building', 'Local Co-Op', 'Singleplayer', 'Third Person', 'Gore', 'Top-Down Shooter', 'Shooter', '4 Player Local', 'Early Access', 'Dark Humor']",2369,2823,189
389,64000,Men of War: Assault Squad,Digitalmindsoft,Fulqrum Publishing,,3835,512,0,"500,000 .. 1,000,000",969,0,711,0,999,999,0,75,"['Strategy', 'World War II', 'Tactical', 'War', 'RTS', 'Multiplayer', 'Military', 'Realistic', 'Real Time Tactics', 'Action', 'Co-op', 'Historical', 'Simulation', 'Moddable', 'Tanks', 'Destruction', 'Singleplayer', 'Level Editor', 'Epic', 'Sandbox']",2181,1427,86
390,249650,Blackguards,Daedalic Entertainment,Daedalic Entertainment,,2131,1310,0,"500,000 .. 1,000,000",550,0,491,0,999,999,0,18,"['RPG', 'Turn-Based', 'Strategy', 'Tactical', 'Fantasy', 'Indie', 'Singleplayer', 'Turn-Based Strategy', 'Tactical RPG', 'Isometric', 'Hex Grid', 'Character Customization', 'Dark Fantasy', 'Turn-Based Tactics', 'Adventure', 'Story Rich', 'Difficult', 'CRPG', 'Turn-Based Combat', 'Action']",1553,2348,22
391,449680,SAMOLIOTIK,Volens Nolens Games,Volens Nolens Games,,2214,424,0,"500,000 .. 1,000,000",275,0,275,0,99,99,0,2,"['Casual', 'Indie', 'Illuminati', 'Action', 'Pixel Graphics', 'Memes', 'Psychological Horror', 'Singleplayer', ""Shoot 'Em Up"", '2D', 'Atmospheric', 'Story Rich', 'Funny']",576,6074,3
392,515180,Bus Simulator 18,stillalive studios,astragon Entertainment,,8622,2094,0,"500,000 .. 1,000,000",1355,0,1079,0,2499,2499,0,306,"['Simulation', 'Automobile Sim', 'Driving', 'Multiplayer', 'Realistic', 'Open World', 'Singleplayer', 'Co-op', 'First-Person', 'Management', 'Action', 'Strategy', 'Moddable', 'Controller']",2282,3868,257
393,104200,BEEP,Big Fat Alien,Big Fat Alien,,3957,713,0,"500,000 .. 1,000,000",125,0,106,0,199,199,0,1,"['Indie', 'Platformer', 'Adventure', '2D', 'Singleplayer', 'Physics', 'Puzzle', 'Action', 'Robots', 'Casual', 'Strategy', 'Great Soundtrack', 'Difficult', ""Shoot 'Em Up"", 'Shooter', 'Sci-fi', 'Family Friendly', 'Arcade', 'Funny', 'Atmospheric']",1675,1339,0
